FBgn0002774	7.105714286	0.466362224
FBgn0029095	6.57	0.465145937
FBgn0035470	6.09	0.459277113
FBgn0038950	6.075	0.457856732
FBgn0004581	6.09	0.456603683
FBgn0035424	6.545	0.456084597
FBgn0035120	6.526363636	0.45558804
FBgn0035179	6.09	0.446364302
FBgn0037998	6.393333333	0.44147795
FBgn0000097	6.645	0.437563119
FBgn0015905	6.89	0.437433105
FBgn0031832	7.145	0.437225355
FBgn0039137	7.29	0.434992868
FBgn0031304	6.261428571	0.432274051
FBgn0005648	6.696666667	0.431825115
FBgn0038312	7.29	0.431247716
FBgn0037309	6.49	0.429063573
FBgn0035147	7.29	0.428571596
FBgn0039169	6.09	0.427013843
FBgn0052344	6.49	0.422770539
FBgn0263231	6.09	0.408511483
FBgn0033062	6.39	0.407233617
FBgn0025525	6.4675	0.404697388
FBgn0031282	7.096666667	0.403039008
FBgn0082585	6.09	0.401988346
FBgn0037578	6.09	0.395486677
FBgn0010772	6.825555556	0.394694116
FBgn0031238	7.112	0.393350861
FBgn0037025	6.696666667	0.393155972
FBgn0033716	7.29	0.390147457
FBgn0039172	6.3175	0.386726099
FBgn0032487	6.03	0.380786492
FBgn0028577	6.545	0.375814173
FBgn0003275	6.0675	0.375183791
FBgn0037372	6.69	0.374969025
FBgn0037571	7.29	0.372719278
FBgn0037435	6.694	0.371206729
FBgn0085335	6.327	0.369502631
FBgn0000109	7.096666667	0.368247287
FBgn0036255	6.696666667	0.367934018
FBgn0250789	6.174545455	0.365211829
FBgn0037012	6.393333333	0.359803025
FBgn0263392	6.09	0.355958754
FBgn0004583	6.09	0.352536583
FBgn0013343	6.09	0.350769537
FBgn0004636	7.29	0.349695938
FBgn0013755	6.545	0.349566717
FBgn0032955	7.193333333	0.345140656
FBgn0263097	6.09	0.344225531
FBgn0031216	6.691818182	0.343276343
FBgn0037469	7.29	0.342838835
FBgn0033352	7	0.342419614
FBgn0027111	6.793333333	0.335792917
FBgn0010894	6.09	0.334014949
FBgn0037265	6.99	0.332602757
FBgn0053203	6.09	0.332057383
FBgn0031359	7.116	0.323418868
FBgn0260794	6.69	0.317192063
FBgn0031675	6.09	0.312703282
FBgn0001254	6.89	0.311204552
FBgn0003353	6.09	0.308731616
FBgn0031267	7.05	0.306097205
FBgn0035923	6.666666667	0.304200434
FBgn0037818	6.06	0.303728074
FBgn0025712	6.793333333	0.301118749
FBgn0033032	6.5	0.299020707
FBgn0034180	6.09	0.291692397
FBgn0036648	7.096666667	0.28418324
FBgn0035227	6.06	0.279243499
FBgn0033872	6.545	0.278653937
FBgn0013759	6.09	0.278597351
FBgn0031611	6.49	0.277990255
FBgn0053554	6.3175	0.276868235
FBgn0033373	6.49	0.272575238
FBgn0026630	6.09	0.272360655
FBgn0032491	6.86	0.269006101
FBgn0020767	6.09	0.268348268
FBgn0037340	6.09	0.263030165
FBgn0010453	6.09	0.258119503
FBgn0261619	6.09	0.252839262
FBgn0031285	6.641666667	0.250817793
FBgn0031286	6.366923077	0.246141625
FBgn0035232	6.57	0.245640347
FBgn0027575	6.09	0.244608415
FBgn0086447	6.09	0.234393328
FBgn0039130	7.29	0.234188996
FBgn0034140	6.49	0.233177624
FBgn0035266	7.193333333	0.233104195
FBgn0035268	7.29	0.225914326
FBgn0033429	6.69	0.224422743
FBgn0037446	6.09	0.22435207
FBgn0039774	6.06	0.223420752
FBgn0037297	6.94	0.222666797
FBgn0051313	6.09	0.219990743
FBgn0035233	6.191111111	0.216238154
FBgn0043364	6.39	0.21533192
FBgn0031377	6.383333333	0.214634541
FBgn0037083	6.261428571	0.209660293
FBgn0031399	7.116	0.202560928
FBgn0004378	6.73125	0.199008937
FBgn0034897	6.06	0.192893905
FBgn0039466	6.09	0.190482339
FBgn0039282	6.09	0.184428165
FBgn0035318	6.69	0.183515678
FBgn0031384	6.395555556	0.178172036
FBgn0035298	6.692857143	0.177704414
FBgn0035203	6.728888889	0.175077363
FBgn0035162	6.09	0.173030663
FBgn0083991	6.393333333	0.171785119
FBgn0016061	7.29	0.169708445
FBgn0260756	6.632	0.165742548
FBgn0031318	7	0.165264178
FBgn0016715	6.49	0.163266285
FBgn0036574	6.89	0.160739204
FBgn0023023	6.09	0.158167187
FBgn0042112	7.29	0.157090015
FBgn0037315	6.06	0.155676792
FBgn0000099	6.636	0.150289182
FBgn0262562	6.09	0.143955086
FBgn0035249	6.69	0.137426972
FBgn0034490	7	0.132709369
FBgn0031251	6.241666667	0.131304986
FBgn0010342	6.393333333	0.127532819
FBgn0031299	6.992	0.127184866
FBgn0051005	6.09	0.127004653
FBgn0004870	6.03	0.123463479
FBgn0259749	6.845	0.12018501
FBgn0037607	6.09	0.117910716
FBgn0035144	6.333333333	0.116890787
FBgn0038478	6.49	0.113374795
FBgn0041337	6.09	0.113307601
FBgn0011701	6.09	0.112024002
FBgn0038951	6.0675	0.110553093
FBgn0014366	6.46	0.108520345
FBgn0039064	6.09	0.107052743
FBgn0037313	6.9175	0.104361048
FBgn0039113	6.696666667	0.10323447
FBgn0010435	6.09	0.102393966
FBgn0031774	6.09	0.101358486
FBgn0037262	6.238461538	0.09823233
FBgn0035146	6.545	0.092775518
FBgn0024806	6.5225	0.092300113
FBgn0027951	6.69	0.09138691
FBgn0037332	6.69	0.088424003
FBgn0035253	7.058	0.083897136
FBgn0037414	6.22	0.08043404
FBgn0035287	6.39	0.079834639
FBgn0032013	6.49	0.077268818
FBgn0039682	7	0.070474512
FBgn0011726	6.09	0.069122296
FBgn0010750	7	0.069058477
FBgn0001311	6.09	0.06880128
FBgn0013342	6.5	0.066452048
FBgn0033376	6.49	0.065969416
FBgn0025693	6.57	0.063795051
FBgn0024321	6.49	0.06207781
FBgn0010602	6.39	0.055495024
FBgn0263346	6.934	0.051875843
FBgn0000541	6.793333333	0.043024914
FBgn0035308	6.8	0.040965909
FBgn0027570	6.636	0.036376454
FBgn0031294	6.66	0.02280911
FBgn0083983	6.09	0.022254423
FBgn0051559	6.39	0.021464074
FBgn0035132	6.81	0.017937405
FBgn0037244	6.966363636	0.017035599
FBgn0261562	6.190909091	0.017027524
FBgn0033060	6.064285714	0.013428538
FBgn0085203	6.595555556	0.009315332
FBgn0038808	6.09	0.009284104
FBgn0026417	6.69	0.009268317
FBgn0035181	6.09	-0.002897185
FBgn0037416	6.06	-0.00428823
FBgn0086906	6.696666667	-0.009909187
FBgn0025286	7.193333333	-0.011579652
FBgn0024150	6.696666667	-0.013499961
FBgn0011227	6.696666667	-0.015078717
FBgn0037330	7.29	-0.019565523
FBgn0263144	6.09	-0.020539784
FBgn0010520	6.09	-0.023973585
FBgn0011695	6.393333333	-0.029146533
FBgn0010288	6.69	-0.038564266
FBgn0001125	6.89	-0.042457765
FBgn0033039	6.85875	-0.044322348
FBgn0026427	6.09	-0.044941175
FBgn0262970	6.39	-0.046454885
FBgn0041097	6.292222222	-0.048378951
FBgn0037377	6.09	-0.055769118
FBgn0039859	6.09	-0.056369635
FBgn0020305	6.896666667	-0.061042577
FBgn0037263	6.238461538	-0.061869855
FBgn0032642	7.096666667	-0.062558427
FBgn0025676	6.797777778	-0.063038597
FBgn0035199	6.841666667	-0.063373
FBgn0052311	6.064285714	-0.068588048
FBgn0053002	6.49	-0.069707509
FBgn0067864	6.774	-0.070996645
FBgn0036196	6	-0.074430155
FBgn0037282	6.585	-0.076520887
FBgn0259979	6.696666667	-0.078108479
FBgn0034919	6.09	-0.07998876
FBgn0037328	6.793333333	-0.08266202
FBgn0037611	6.09	-0.084715244
FBgn0024947	6.393333333	-0.089034753
FBgn0032925	7	-0.09087148
FBgn0035169	6.393333333	-0.095347148
FBgn0031738	6.545	-0.096730216
FBgn0031881	6.09	-0.097278978
FBgn0040465	6.09	-0.099749702
FBgn0032729	6.696666667	-0.104049213
FBgn0002622	7	-0.107635521
FBgn0261403	6.096666667	-0.112634628
FBgn0031296	7.2175	-0.11473961
FBgn0086358	6.09	-0.117005049
FBgn0086758	6.89	-0.117910346
FBgn0033431	6.752	-0.118567331
FBgn0031281	6.49	-0.118605848
FBgn0039229	6.09	-0.122526492
FBgn0015522	6.09	-0.122730193
FBgn0001222	6.09	-0.129203419
FBgn0036336	6.545	-0.129736824
FBgn0003444	7.112	-0.138034249
FBgn0031260	6.261428571	-0.145653383
FBgn0032922	7	-0.147935342
FBgn0033339	6.09	-0.149133652
FBgn0033033	6.7725	-0.157583469
FBgn0037875	7.29	-0.176977876
FBgn0036106	6.43	-0.180564346
FBgn0024912	7.116	-0.180779078
FBgn0026372	6.21	-0.184907997
FBgn0003076	6.39	-0.185340516
FBgn0019644	6.09	-0.186790827
FBgn0019960	6.09	-0.189004079
FBgn0052163	6.09	-0.189431272
FBgn0031309	7.29	-0.190279231
FBgn0035194	6.441666667	-0.190700784
FBgn0039528	6.09	-0.190721617
FBgn0033427	6.393333333	-0.192843828
FBgn0013305	6.09	-0.195245714
FBgn0260862	6.09	-0.199531567
FBgn0037350	7.0725	-0.210292445
FBgn0051658	7.096666667	-0.21399914
FBgn0262169	7.116	-0.226869056
FBgn0031820	6.096666667	-0.229208601
FBgn0037270	6.393333333	-0.234027275
FBgn0037009	6.636	-0.234042714
FBgn0261286	6.534	-0.234434473
FBgn0035159	6	-0.238883593
FBgn0037299	6.475	-0.243388747
FBgn0035254	7.174	-0.248849364
FBgn0259212	6.934	-0.252118793
FBgn0020248	6.495714286	-0.256454
FBgn0032723	7	-0.257003074
FBgn0011715	6.845	-0.258309205
FBgn0037082	6.09	-0.260579783
FBgn0035173	7.2175	-0.266187137
FBgn0051875	6.09	-0.267472261
FBgn0036298	7.29	-0.270603122
FBgn0033052	6.99	-0.274063464
FBgn0035251	6.651428571	-0.276178311
FBgn0028646	6.072	-0.2828439
FBgn0031270	7.193333333	-0.288273477
FBgn0033010	7.29	-0.290802086
FBgn0036332	6.545	-0.292166632
FBgn0039862	6.09	-0.297397274
FBgn0031398	6.69	-0.303513985
FBgn0039126	7.29	-0.316029643
FBgn0032997	6.6475	-0.320412857
FBgn0261553	6.09	-0.324985191
FBgn0017457	6.045	-0.331686769
FBgn0037336	6.06	-0.332263193
FBgn0040466	6.545	-0.333175359
FBgn0026738	6.793333333	-0.339219617
FBgn0035906	6.09	-0.343327161
FBgn0250830	7	-0.345668524
FBgn0003165	6.393333333	-0.351767463
FBgn0036640	6.09	-0.356128042
FBgn0263490	6.09	-0.357758759
FBgn0017550	6.545	-0.35891768
FBgn0037358	6.89	-0.359965962
FBgn0004436	6.793333333	-0.364623343
FBgn0010704	6.6175	-0.365542135
FBgn0004373	6.292222222	-0.370690388
FBgn0016119	6.393333333	-0.372958987
FBgn0035204	6.415555556	-0.373136126
FBgn0037920	7.29	-0.374653289
FBgn0010355	6.49	-0.381631767
FBgn0039305	7.096666667	-0.381943249
FBgn0036801	6	-0.393359418
FBgn0033348	6	-0.393868368
FBgn0031374	6.09	-0.397493053
FBgn0033015	6.521428571	-0.402125241
FBgn0033000	6.99	-0.410701562
FBgn0035471	6.09	-0.410900119
FBgn0000261	6.09	-0.411759715
FBgn0043841	6.09	-0.417117976
FBgn0264712	6.454	-0.419720476
FBgn0052479	6.778333333	-0.421888658
FBgn0085229	6.86	-0.429289784
FBgn0024510	6.174545455	-0.429329935
FBgn0031401	6.69	-0.448566181
FBgn0051755	6.09	-0.452815785
FBgn0035166	6.393333333	-0.45469798
FBgn0031360	7.116	-0.455301731
FBgn0031741	6.545	-0.457123022
FBgn0036641	6.09	-0.458920215
FBgn0001974	6.696666667	-0.464969103
FBgn0023000	6.89	-0.467001543
FBgn0035151	6.09	-0.46739647
FBgn0040239	6.09	-0.473720303
FBgn0035420	6.696666667	-0.475163304
FBgn0036191	6.09	-0.48481001
FBgn0250785	7.145	-0.487931325
FBgn0260755	6.692222222	-0.490242911
FBgn0038739	6.09	-0.492924629
FBgn0028436	6.09	-0.496258896
FBgn0046247	6.29	-0.503966031
FBgn0261387	6.99	-0.50411815
FBgn0031247	6.393333333	-0.509395433
FBgn0026566	6.696666667	-0.510346635
FBgn0003502	6.49	-0.512840418
FBgn0031381	7.29	-0.515726428
FBgn0035165	6.35	-0.515889389
FBgn0010333	6.692222222	-0.517890812
FBgn0037312	6.5675	-0.51846495
FBgn0086912	6.926666667	-0.518906444
FBgn0261938	6.06	-0.528817203
FBgn0031310	6.934	-0.53797337
FBgn0039994	6.09	-0.540548672
FBgn0053145	7	-0.542671095
FBgn0040005	6.641666667	-0.546255621
FBgn0038551	6.49	-0.547168945
FBgn0086130	7.096666667	-0.549839798
FBgn0250746	6.09	-0.550139885
FBgn0027539	6.09	-0.5556579
FBgn0027507	7.193333333	-0.556475257
FBgn0051360	6.454	-0.577959842
FBgn0032475	6.09	-0.579393491
FBgn0028499	6.09	-0.58021428
FBgn0001150	6.847777778	-0.580768837
FBgn0035238	6.083076923	-0.581647102
FBgn0259978	6.696666667	-0.589362634
FBgn0037218	6.566153846	-0.592822862
FBgn0036511	6.09	-0.593625961
FBgn0031284	6.934	-0.59408586
FBgn0004611	6.393333333	-0.59572403
FBgn0002781	6.09	-0.596062943
FBgn0035589	6.09	-0.597080027
FBgn0038149	6.09	-0.599861484
FBgn0032724	7	-0.600291405
FBgn0013732	7	-0.601888933
FBgn0002673	6.895	-0.602344496
FBgn0043458	6.255454545	-0.608230914
FBgn0037327	6.6175	-0.608244345
FBgn0259247	6.0675	-0.609053261
FBgn0031244	6.61	-0.614975308
FBgn0034948	6.09	-0.616762328
FBgn0033663	6.09	-0.624116661
FBgn0026238	6.534	-0.626713148
FBgn0026570	6.09	-0.631189927
FBgn0003138	6.47	-0.632949505
FBgn0011204	6.793333333	-0.636456195
FBgn0020545	6.338181818	-0.636666408
FBgn0001320	6.045	-0.651040109
FBgn0036484	6.545	-0.661435174
FBgn0044823	6.0725	-0.672901422
FBgn0000071	6.363	-0.67900087
FBgn0052425	6.09	-0.682109443
FBgn0035207	6.334166667	-0.720264142
